Entity,Code,Year,"14.1.1 - Chlorophyll-a deviations, remote sensing (%) - EN_MAR_CHLDEV"
Haiti,HTI,2011,0.09
Haiti,HTI,2012,0.32
Haiti,HTI,2013,0.12
Haiti,HTI,2014,0.54
Haiti,HTI,2015,1.07
Haiti,HTI,2016,0.21
Haiti,HTI,2017,0.12
Haiti,HTI,2018,3.17
Haiti,HTI,2019,2.65
Heard Island and McDonald Islands,HMD,2000,7.52
Heard Island and McDonald Islands,HMD,2001,2.47
Heard Island and McDonald Islands,HMD,2002,1.79
Heard Island and McDonald Islands,HMD,2003,2.1
Heard Island and McDonald Islands,HMD,2004,3.22
Heard Island and McDonald Islands,HMD,2005,1.12
Heard Island and McDonald Islands,HMD,2006,2.48
Heard Island and McDonald Islands,HMD,2007,2.62
Heard Island and McDonald Islands,HMD,2008,2.1
Heard Island and McDonald Islands,HMD,2009,1.61
Heard Island and McDonald Islands,HMD,2010,1.21
Heard Island and McDonald Islands,HMD,2011,3.34
Heard Island and McDonald Islands,HMD,2012,2.46
Heard Island and McDonald Islands,HMD,2013,2
Heard Island and McDonald Islands,HMD,2014,1.77
Heard Island and McDonald Islands,HMD,2015,1.44
Heard Island and McDonald Islands,HMD,2016,2.09
Heard Island and McDonald Islands,HMD,2017,2.39
Heard Island and McDonald Islands,HMD,2018,2.1
Heard Island and McDonald Islands,HMD,2019,1.58
Honduras,HND,2000,0.89
Honduras,HND,2001,1.33
Honduras,HND,2002,0.96
Honduras,HND,2003,0.83
Honduras,HND,2004,0.71
Honduras,HND,2005,1.68
Honduras,HND,2006,0.78
Honduras,HND,2007,2.15
Honduras,HND,2008,1.21
Honduras,HND,2009,0.22
Honduras,HND,2010,1.29
Honduras,HND,2011,0.63
Honduras,HND,2012,0.77
Honduras,HND,2013,1.44
Honduras,HND,2014,1.74
Honduras,HND,2015,0.6
Honduras,HND,2016,0.74
Honduras,HND,2017,1.81
Honduras,HND,2018,1.25
Honduras,HND,2019,0.52
Iceland,ISL,2000,6.82
Iceland,ISL,2001,5.21
Iceland,ISL,2002,8.23
Iceland,ISL,2003,10.65
Iceland,ISL,2004,5.41
Iceland,ISL,2005,10.81
Iceland,ISL,2006,4.92
Iceland,ISL,2007,5.76
Iceland,ISL,2008,9.35
Iceland,ISL,2009,7.87
Iceland,ISL,2010,7.63
Iceland,ISL,2011,10.68
Iceland,ISL,2012,8.49
Iceland,ISL,2013,8.18
Iceland,ISL,2014,9.9
Iceland,ISL,2015,6.85
Iceland,ISL,2016,7.61
Iceland,ISL,2017,7.68
Iceland,ISL,2018,3.84
Iceland,ISL,2019,6.44
India,IND,2000,3.36
India,IND,2001,4.18
India,IND,2002,4.64
India,IND,2003,3.56
India,IND,2004,4.76
India,IND,2005,5.69
India,IND,2006,3.51
India,IND,2007,3.05
India,IND,2008,2.57
India,IND,2009,4.86
India,IND,2010,3.32
India,IND,2011,1.97
India,IND,2012,2.16
India,IND,2013,4.86
India,IND,2014,2.29
India,IND,2015,0.73
India,IND,2016,7.38
India,IND,2017,4.48
India,IND,2018,3.57
India,IND,2019,3.31
Indonesia,IDN,2000,1.6
Indonesia,IDN,2001,2.06
Indonesia,IDN,2002,3.84
Indonesia,IDN,2003,5.45
Indonesia,IDN,2004,3.68
Indonesia,IDN,2005,2.62
Indonesia,IDN,2006,7.92
Indonesia,IDN,2007,2.95
Indonesia,IDN,2008,3.16
Indonesia,IDN,2009,1.66
Indonesia,IDN,2010,1.87
Indonesia,IDN,2011,2.68
Indonesia,IDN,2012,1.87
Indonesia,IDN,2013,1.36
Indonesia,IDN,2014,1.4
Indonesia,IDN,2015,2.8
Indonesia,IDN,2016,0.84
Indonesia,IDN,2017,1.98
Indonesia,IDN,2018,1.27
Indonesia,IDN,2019,4.68
Iran,IRN,2000,8.41
Iran,IRN,2001,0.99
Iran,IRN,2002,5.14
Iran,IRN,2003,6.3
Iran,IRN,2004,8.86
Iran,IRN,2005,2.59
Iran,IRN,2006,4.88
Iran,IRN,2007,5.3
Iran,IRN,2008,5.27
Iran,IRN,2009,4.36
Iran,IRN,2010,0.62
Iran,IRN,2011,0.7
Iran,IRN,2012,1.18
Iran,IRN,2013,1.07
Iran,IRN,2014,2.33
Iran,IRN,2015,0.85
Iran,IRN,2016,0.52
Iran,IRN,2017,2.67
Iran,IRN,2018,0.33
Iran,IRN,2019,5.04
Iraq,IRQ,2001,10
Iraq,IRQ,2002,5
Iraq,IRQ,2004,30
Iraq,IRQ,2005,10
Iraq,IRQ,2006,62.5
Iraq,IRQ,2007,60
Iraq,IRQ,2008,35
Iraq,IRQ,2009,5
Ireland,IRL,2000,5.69
Ireland,IRL,2001,1.69
Ireland,IRL,2002,6.48
Ireland,IRL,2003,9.32
Ireland,IRL,2004,11.01
Ireland,IRL,2005,5.34
Ireland,IRL,2006,0.72
Ireland,IRL,2007,4.22
Ireland,IRL,2008,3.04
Ireland,IRL,2009,6.92
Ireland,IRL,2010,1.36
Ireland,IRL,2011,5.05
Ireland,IRL,2012,9.82
Ireland,IRL,2013,2.75
Ireland,IRL,2014,5.14
Ireland,IRL,2015,6.41
Ireland,IRL,2016,3.41
Ireland,IRL,2017,5.39
Ireland,IRL,2018,2.11
Ireland,IRL,2019,1.81
Israel,ISR,2000,5.57
Israel,ISR,2001,1.68
Israel,ISR,2002,0.82
Israel,ISR,2003,1.4
Israel,ISR,2004,0.55
Israel,ISR,2005,1.2
Israel,ISR,2006,1.16
Israel,ISR,2007,0.27
Israel,ISR,2008,0.75
Israel,ISR,2009,2.64
Israel,ISR,2010,1.55
Israel,ISR,2011,1.27
Israel,ISR,2013,1.46
Israel,ISR,2014,1.59
Israel,ISR,2015,0.61
Israel,ISR,2016,2.38
Israel,ISR,2019,0.27
Italy,ITA,2000,1.03
Italy,ITA,2001,1.12
Italy,ITA,2002,0.89
Italy,ITA,2003,0.25
Italy,ITA,2004,1.51
Italy,ITA,2005,3.45
Italy,ITA,2006,1.91
Italy,ITA,2007,0.43
Italy,ITA,2008,1.08
Italy,ITA,2009,1.3
Italy,ITA,2010,1.49
Italy,ITA,2011,0.84
Italy,ITA,2012,0.64
Italy,ITA,2013,5.08
Italy,ITA,2014,1.09
Italy,ITA,2015,1.23
Italy,ITA,2016,0.19
Italy,ITA,2017,0.13
Italy,ITA,2018,1.02
Italy,ITA,2019,0.17
Jamaica,JAM,2000,0.33
Jamaica,JAM,2001,0.34
Jamaica,JAM,2002,0.72
Jamaica,JAM,2003,1.38
Jamaica,JAM,2004,0.34
Jamaica,JAM,2005,0.52
Jamaica,JAM,2006,0.07
Jamaica,JAM,2007,0.09
Jamaica,JAM,2008,0.04
Jamaica,JAM,2009,1.81
Jamaica,JAM,2010,0.07
Jamaica,JAM,2011,0.03
Jamaica,JAM,2012,0.1
Jamaica,JAM,2013,0.11
Jamaica,JAM,2014,1.12
Jamaica,JAM,2015,0.65
Jamaica,JAM,2016,0.13
Jamaica,JAM,2017,0.07
Jamaica,JAM,2018,0.43
Jamaica,JAM,2019,0.47
Japan,JPN,2000,1.34
Japan,JPN,2001,1.97
Japan,JPN,2002,1.69
Japan,JPN,2003,2.45
Japan,JPN,2004,3.6
Japan,JPN,2005,1.33
Japan,JPN,2006,2.77
Japan,JPN,2007,1.21
Japan,JPN,2008,1.38
Japan,JPN,2009,2.09
Japan,JPN,2010,1.21
Japan,JPN,2011,1.34
Japan,JPN,2012,1.43
Japan,JPN,2013,1.48
Japan,JPN,2014,1.79
Japan,JPN,2015,2.16
Japan,JPN,2016,0.94
Japan,JPN,2017,1.39
Japan,JPN,2018,1.37
Japan,JPN,2019,1.16
Jersey,JEY,2000,21.97
Jersey,JEY,2001,2.27
Jersey,JEY,2002,51.14
Jersey,JEY,2003,46.59
Jersey,JEY,2005,2.27
Jersey,JEY,2006,40.91
Jersey,JEY,2007,27.27
Jersey,JEY,2008,59.09
Jersey,JEY,2009,10.23
Jersey,JEY,2010,38.64
Jersey,JEY,2011,29.55
Jersey,JEY,2012,40.91
Jersey,JEY,2013,38.64
Jersey,JEY,2014,54.55
Jersey,JEY,2015,38.64
Jersey,JEY,2016,36.36
Jersey,JEY,2017,40.91
Jersey,JEY,2018,11.36
Kenya,KEN,2000,0.57
Kenya,KEN,2001,2.38
Kenya,KEN,2002,7.9
Kenya,KEN,2003,9.79
Kenya,KEN,2004,0.37
Kenya,KEN,2005,1.15
Kenya,KEN,2006,0.05
Kenya,KEN,2007,6.17
Kenya,KEN,2008,9.82
Kenya,KEN,2009,3.61
Kenya,KEN,2010,0.16
Kenya,KEN,2012,1.68
Kenya,KEN,2013,4.1
Kenya,KEN,2014,3.68
Kenya,KEN,2015,4.25
Kenya,KEN,2016,5.34
Kenya,KEN,2017,4.66
Kenya,KEN,2018,1.4
Kenya,KEN,2019,0.45
Kuwait,KWT,2000,6.74
Kuwait,KWT,2001,0.88
Kuwait,KWT,2002,5.43
Kuwait,KWT,2003,0.59
Kuwait,KWT,2004,8.15
Kuwait,KWT,2005,1.83
Kuwait,KWT,2006,15.62
Kuwait,KWT,2007,1.98
Kuwait,KWT,2008,12.68
Kuwait,KWT,2009,3.96
Kuwait,KWT,2010,0.29
Kuwait,KWT,2011,8.14
Kuwait,KWT,2012,1.17
Kuwait,KWT,2013,3.96
Kuwait,KWT,2014,21.7
Kuwait,KWT,2015,7.33
Kuwait,KWT,2018,3.37
Kuwait,KWT,2019,0.88
Latin America and the Caribbean,,2000,3.6
Latin America and the Caribbean,,2001,4.61
Latin America and the Caribbean,,2002,4.52
Latin America and the Caribbean,,2003,5.84
Latin America and the Caribbean,,2004,4.05
Latin America and the Caribbean,,2005,3.09
Latin America and the Caribbean,,2006,3.16
Latin America and the Caribbean,,2007,3.67
Latin America and the Caribbean,,2008,3.85
Latin America and the Caribbean,,2009,3.76
Latin America and the Caribbean,,2010,4.37
Latin America and the Caribbean,,2011,4.43
Latin America and the Caribbean,,2012,3.88
Latin America and the Caribbean,,2013,3.62
Latin America and the Caribbean,,2014,4.39
Latin America and the Caribbean,,2015,3.05
Latin America and the Caribbean,,2016,4.32
Latin America and the Caribbean,,2017,4.24
Latin America and the Caribbean,,2018,2.7
Latin America and the Caribbean,,2019,3
Latvia,LVA,2000,0.81
Latvia,LVA,2001,0.46
Latvia,LVA,2002,4.08
Latvia,LVA,2003,17.48
Latvia,LVA,2004,2.79
Latvia,LVA,2005,15.2
Latvia,LVA,2006,4.11
Latvia,LVA,2007,8.39
Latvia,LVA,2008,26.77
Latvia,LVA,2009,5.28
Latvia,LVA,2010,5.43
Latvia,LVA,2011,7.37
Latvia,LVA,2012,2.82
Latvia,LVA,2013,2.86
Latvia,LVA,2014,1.97
Latvia,LVA,2015,3.22
Latvia,LVA,2016,1.56
Latvia,LVA,2017,1.8
Latvia,LVA,2018,1.79
Latvia,LVA,2019,3.82
Least developed countries (LDCs),,2007,5.81
Least developed countries (LDCs),,2008,7.13
Least developed countries (LDCs),,2015,4.9
Least developed countries (LDCs),,2016,2.57
Least developed countries (LDCs),,2017,3.22
Least developed countries (LDCs),,2018,4.78
Least developed countries (LDCs),,2019,2.86
Lebanon,LBN,2000,3.18
Lebanon,LBN,2001,4.08
Lebanon,LBN,2002,2.18
Lebanon,LBN,2003,9.53
Lebanon,LBN,2004,5.91
Lebanon,LBN,2005,1.57
Lebanon,LBN,2006,0.73
Lebanon,LBN,2007,22.2
Lebanon,LBN,2008,0.3
Lebanon,LBN,2010,1.94
Lebanon,LBN,2011,2.18
Lebanon,LBN,2012,1.98
Lebanon,LBN,2013,0.73
Lebanon,LBN,2016,0.73
Lebanon,LBN,2017,2.22
Lebanon,LBN,2019,0.81
Liberia,LBR,2000,3.2
Liberia,LBR,2001,1.4
Liberia,LBR,2002,1.61
Liberia,LBR,2003,1.26
Liberia,LBR,2004,4.44
Liberia,LBR,2005,1.39
Liberia,LBR,2006,0.56
Liberia,LBR,2007,0.81
Liberia,LBR,2008,7.52
Liberia,LBR,2009,1.49
Liberia,LBR,2010,1.36
Liberia,LBR,2011,0.77
Liberia,LBR,2012,1.21
Liberia,LBR,2013,1.59
Liberia,LBR,2014,1.62
Liberia,LBR,2015,1.28
Liberia,LBR,2016,1.75
Liberia,LBR,2017,1.37
Liberia,LBR,2018,0.74
Liberia,LBR,2019,9.22
Libya,LBY,2000,0.07
Libya,LBY,2001,0.15
Libya,LBY,2002,0.01
Libya,LBY,2003,0.14
Libya,LBY,2004,0.53
Libya,LBY,2005,0.11
Libya,LBY,2006,0.18
Libya,LBY,2007,0.28
Libya,LBY,2008,0.06
Libya,LBY,2009,0.04
Libya,LBY,2010,0.18
Libya,LBY,2011,0.2
Libya,LBY,2012,0.18
Libya,LBY,2013,0.03
Libya,LBY,2015,0.04
Libya,LBY,2016,0.01
Libya,LBY,2018,0.03
Libya,LBY,2019,0.11
Lithuania,LTU,2000,1.06
Lithuania,LTU,2001,1.43
Lithuania,LTU,2002,5.07
Lithuania,LTU,2003,28.73
Lithuania,LTU,2004,9.89
Lithuania,LTU,2005,14.86
Lithuania,LTU,2006,1.99
Lithuania,LTU,2007,14.43
Lithuania,LTU,2008,34.79
Lithuania,LTU,2009,4.31
Lithuania,LTU,2010,6.09
Lithuania,LTU,2011,22.01
Lithuania,LTU,2012,2.18
Lithuania,LTU,2013,6.47
Lithuania,LTU,2014,4.85
Lithuania,LTU,2015,5.37
Lithuania,LTU,2016,2.8
Lithuania,LTU,2017,4.48
Lithuania,LTU,2018,3.23
Lithuania,LTU,2019,3.79
Madagascar,MDG,2000,2.52
Madagascar,MDG,2001,1.41
Madagascar,MDG,2002,7.13
Madagascar,MDG,2003,3.36
Madagascar,MDG,2004,1.64
Madagascar,MDG,2005,2
Madagascar,MDG,2006,2.08
Madagascar,MDG,2007,2.95
Madagascar,MDG,2008,4.43
Madagascar,MDG,2009,0.78
Madagascar,MDG,2010,0.37
Madagascar,MDG,2011,1.27
Madagascar,MDG,2012,1.49
Madagascar,MDG,2013,1.08
Madagascar,MDG,2014,1.54
Madagascar,MDG,2015,1.31
Madagascar,MDG,2016,0.16
Madagascar,MDG,2017,1.74
Madagascar,MDG,2018,1
Madagascar,MDG,2019,4.67
Malaysia,MYS,2000,2.58
Malaysia,MYS,2001,2.67
Malaysia,MYS,2002,2.28
Malaysia,MYS,2003,6.23
Malaysia,MYS,2004,3.48
Malaysia,MYS,2005,2.75
Malaysia,MYS,2006,2.32
Malaysia,MYS,2007,5.46
Malaysia,MYS,2008,4.38
Malaysia,MYS,2009,3.79
Malaysia,MYS,2010,2.95
Malaysia,MYS,2011,1.51
Malaysia,MYS,2012,1.84
Malaysia,MYS,2013,1.36
Malaysia,MYS,2014,2.04
Malaysia,MYS,2015,3.26
Malaysia,MYS,2016,1.02
Malaysia,MYS,2017,2.59
Malaysia,MYS,2018,1.67
Malaysia,MYS,2019,1.68
Maldives,MDV,2000,0.72
Maldives,MDV,2001,1.67
Maldives,MDV,2002,1.14
Maldives,MDV,2003,1.95
Maldives,MDV,2004,2.95
Maldives,MDV,2005,4.16
Maldives,MDV,2006,1.52
Maldives,MDV,2007,1.16
Maldives,MDV,2008,0.33
Maldives,MDV,2009,0.16
Maldives,MDV,2010,1.18
Maldives,MDV,2011,0.26
Maldives,MDV,2012,0.15
Maldives,MDV,2013,0.85
Maldives,MDV,2014,1.81
Maldives,MDV,2015,0.63
Maldives,MDV,2016,1.66
Maldives,MDV,2017,1.38
Maldives,MDV,2018,0.44
Maldives,MDV,2019,0.45
Malta,MLT,2000,1.82
Malta,MLT,2001,0.19
Malta,MLT,2002,0.21
Malta,MLT,2003,0.42
Malta,MLT,2004,0.4
Malta,MLT,2005,0.26
Malta,MLT,2006,0.07
Malta,MLT,2007,0.11
Malta,MLT,2008,0.13
Malta,MLT,2009,1.18
Malta,MLT,2010,0.5
Malta,MLT,2011,1.73
Malta,MLT,2012,1.21
Malta,MLT,2013,2.82
Malta,MLT,2014,0.43
Malta,MLT,2015,0.04
Malta,MLT,2018,0.04
Malta,MLT,2019,0.2
Marshall Islands,MHL,2000,7.55
Marshall Islands,MHL,2001,3.29
Marshall Islands,MHL,2002,1.07
Marshall Islands,MHL,2003,1
Marshall Islands,MHL,2004,0.25
Marshall Islands,MHL,2005,0.39
Marshall Islands,MHL,2006,0.54
Marshall Islands,MHL,2007,2.61
Marshall Islands,MHL,2008,5.81
Marshall Islands,MHL,2009,2.08
Marshall Islands,MHL,2010,5.88
Marshall Islands,MHL,2011,2.58
Marshall Islands,MHL,2012,3.31
Marshall Islands,MHL,2013,2.64
Marshall Islands,MHL,2014,0.81
Marshall Islands,MHL,2015,0.71
Marshall Islands,MHL,2016,0.54
Marshall Islands,MHL,2017,0.99
Marshall Islands,MHL,2018,0.2
Marshall Islands,MHL,2019,0.17
Martinique,MTQ,2000,0.94
Martinique,MTQ,2001,8.54
Martinique,MTQ,2002,2
Martinique,MTQ,2003,31.63
Martinique,MTQ,2004,19
Martinique,MTQ,2005,4.08
Martinique,MTQ,2006,6.73
Martinique,MTQ,2007,15.1
Martinique,MTQ,2008,7.73
Martinique,MTQ,2009,11.85
Martinique,MTQ,2010,25.3
Martinique,MTQ,2011,1.15
Martinique,MTQ,2012,0.94
Martinique,MTQ,2013,8.74
Martinique,MTQ,2014,1.47
Martinique,MTQ,2015,8.26
Martinique,MTQ,2016,16.94
Martinique,MTQ,2017,2.75
Martinique,MTQ,2018,2.4
Martinique,MTQ,2019,2.01
Mauritania,MRT,2000,1.72
Mauritania,MRT,2001,7.39
Mauritania,MRT,2002,8.46
Mauritania,MRT,2003,24.56
Mauritania,MRT,2004,6.42
Mauritania,MRT,2005,2.63
Mauritania,MRT,2006,5.64
Mauritania,MRT,2007,14.34
Mauritania,MRT,2008,9.61
Mauritania,MRT,2009,5.71
Mauritania,MRT,2010,1.32
Mauritania,MRT,2011,1.72
Mauritania,MRT,2012,8.82
Mauritania,MRT,2013,7.23
Mauritania,MRT,2014,7.76
Mauritania,MRT,2015,6.33
Mauritania,MRT,2016,2.17
Mauritania,MRT,2017,4.77
Mauritania,MRT,2018,16.67
Mauritania,MRT,2019,7.34
Mauritius,MUS,2000,3.74
Mauritius,MUS,2001,1.75
Mauritius,MUS,2002,1.47
Mauritius,MUS,2003,2.01
Mauritius,MUS,2004,0.8
Mauritius,MUS,2005,1.19
Mauritius,MUS,2006,2.59
Mauritius,MUS,2007,0.82
Mauritius,MUS,2008,1.94
Mauritius,MUS,2009,0.32
Mauritius,MUS,2010,0.78
Mauritius,MUS,2011,2.36
Mauritius,MUS,2012,0.52
Mauritius,MUS,2013,2.34
Mauritius,MUS,2014,0.36
Mauritius,MUS,2015,1.55
Mauritius,MUS,2016,0.05
Mauritius,MUS,2017,0.37
Mauritius,MUS,2018,0.51
Mauritius,MUS,2019,0.37
Melanesia,OWID_MNS,2000,7.75
Melanesia,OWID_MNS,2001,2.79
Melanesia,OWID_MNS,2002,8.95
Melanesia,OWID_MNS,2003,5.6
Melanesia,OWID_MNS,2004,4.34
Melanesia,OWID_MNS,2005,2.78
Melanesia,OWID_MNS,2006,4.18
Melanesia,OWID_MNS,2007,4.8
Melanesia,OWID_MNS,2008,8.52
Melanesia,OWID_MNS,2009,4.93
Melanesia,OWID_MNS,2010,12.95
Melanesia,OWID_MNS,2011,4.25
Melanesia,OWID_MNS,2012,3.19
Melanesia,OWID_MNS,2013,1.82
Melanesia,OWID_MNS,2014,1.85
Melanesia,OWID_MNS,2015,5.84
Melanesia,OWID_MNS,2016,1.34
Melanesia,OWID_MNS,2017,1.85
Melanesia,OWID_MNS,2018,1.22
Melanesia,OWID_MNS,2019,1.56
Mexico,MEX,2000,6.77
Mexico,MEX,2001,5.47
Mexico,MEX,2002,5.2
Mexico,MEX,2003,3.16
Mexico,MEX,2004,2.41
Mexico,MEX,2005,2.04
Mexico,MEX,2006,1.92
Mexico,MEX,2007,2.97
Mexico,MEX,2008,4.62
Mexico,MEX,2009,2.2
Mexico,MEX,2010,4
Mexico,MEX,2011,6.76
Mexico,MEX,2012,3.67
Mexico,MEX,2013,2.46
Mexico,MEX,2014,2.32
Mexico,MEX,2015,1.67
Mexico,MEX,2016,0.82
Mexico,MEX,2017,0.97
Mexico,MEX,2018,1.47
Mexico,MEX,2019,1.32
Micronesia (country),FSM,2000,6.17
Micronesia (country),FSM,2001,2.35
Micronesia (country),FSM,2002,3.32
Micronesia (country),FSM,2003,2.16
Micronesia (country),FSM,2004,1.61
Micronesia (country),FSM,2005,0.52
Micronesia (country),FSM,2006,0.78
Micronesia (country),FSM,2007,0.9
Micronesia (country),FSM,2008,4.58
Micronesia (country),FSM,2009,1.06
Micronesia (country),FSM,2010,5
Micronesia (country),FSM,2011,1.6
Micronesia (country),FSM,2012,2.4
Micronesia (country),FSM,2013,0.7
Micronesia (country),FSM,2014,0.19
Micronesia (country),FSM,2015,1.38
Micronesia (country),FSM,2016,0.41
Micronesia (country),FSM,2017,0.47
Micronesia (country),FSM,2018,0.42
Micronesia (country),FSM,2019,0.86
Middle Africa,,2000,6.12
Middle Africa,,2001,4.73
Middle Africa,,2002,12.15
Middle Africa,,2003,16.16
Middle Africa,,2004,13.1
Middle Africa,,2005,12.7
Middle Africa,,2006,18.99
Middle Africa,,2007,13.49
Middle Africa,,2008,17.39
Middle Africa,,2009,15.33
Middle Africa,,2010,14.58
Middle Africa,,2011,9.4
Middle Africa,,2012,4.55
Middle Africa,,2013,5.42
Middle Africa,,2014,8.11
Middle Africa,,2015,7.13
Middle Africa,,2016,4.54
Middle Africa,,2017,6.18
Middle Africa,,2018,5.41
Middle Africa,,2019,2.83
Monaco,MCO,2000,7.69
Monaco,MCO,2001,15.38
Monaco,MCO,2002,23.08
Monaco,MCO,2003,15.38
Monaco,MCO,2004,53.85
Monaco,MCO,2005,57.69
Monaco,MCO,2006,69.23
Monaco,MCO,2007,15.38
Monaco,MCO,2008,76.92
Monaco,MCO,2010,30.77
Monaco,MCO,2013,11.54
Monaco,MCO,2018,7.69
Montenegro,MNE,2000,0.39
Montenegro,MNE,2001,0.39
Montenegro,MNE,2002,4.72
Montenegro,MNE,2003,6.3
Montenegro,MNE,2004,22.44
Montenegro,MNE,2005,5.31
Montenegro,MNE,2006,10.89
Montenegro,MNE,2007,21.26
Montenegro,MNE,2008,20.67
Montenegro,MNE,2009,3.15
Montenegro,MNE,2010,17.24
Montenegro,MNE,2011,31.1
Montenegro,MNE,2013,3.67
Montenegro,MNE,2014,0.39
Montenegro,MNE,2015,0.39
Montenegro,MNE,2018,4.72
Montserrat,MSR,2000,0.44
Montserrat,MSR,2001,6.89
Montserrat,MSR,2002,0.44
Montserrat,MSR,2003,33
Montserrat,MSR,2004,1.78
Montserrat,MSR,2006,18.89
Montserrat,MSR,2007,0.44
Montserrat,MSR,2009,48.44
Montserrat,MSR,2010,37.56
Montserrat,MSR,2014,29.78
Montserrat,MSR,2015,11.56
Montserrat,MSR,2017,2.67
Morocco,MAR,2000,1.09
Morocco,MAR,2001,2.96
Morocco,MAR,2002,2.34
Morocco,MAR,2003,2.01
Morocco,MAR,2004,2.13
Morocco,MAR,2005,4.01
Morocco,MAR,2006,2.38
Morocco,MAR,2007,3.1
Morocco,MAR,2008,2.35
Morocco,MAR,2009,5.95
Morocco,MAR,2010,0.43
Morocco,MAR,2011,1.53
Morocco,MAR,2012,10.57
Morocco,MAR,2013,2.82
Morocco,MAR,2014,4.83
Morocco,MAR,2015,4.19
Morocco,MAR,2016,1.87
Morocco,MAR,2017,2.26
Morocco,MAR,2018,1.76
Morocco,MAR,2019,1.31
Mozambique,MOZ,2000,3.22
Mozambique,MOZ,2001,4.81
Mozambique,MOZ,2002,2.44
Mozambique,MOZ,2003,3.19
Mozambique,MOZ,2004,1.46
Mozambique,MOZ,2005,1.88
Mozambique,MOZ,2006,0.88
Mozambique,MOZ,2007,1.12
Mozambique,MOZ,2008,3.63
Mozambique,MOZ,2009,0.68
Mozambique,MOZ,2010,0.87
Mozambique,MOZ,2011,0.74
Mozambique,MOZ,2012,1.38
Mozambique,MOZ,2013,1.12
Mozambique,MOZ,2014,1.17
Mozambique,MOZ,2015,0.78
Mozambique,MOZ,2016,0.39
Mozambique,MOZ,2017,0.99
Mozambique,MOZ,2018,0.6
Mozambique,MOZ,2019,2.51
Myanmar,MMR,2000,1.72
Myanmar,MMR,2001,2.42
Myanmar,MMR,2002,2.4
Myanmar,MMR,2003,2.25
Myanmar,MMR,2004,3.17
Myanmar,MMR,2005,2.68
Myanmar,MMR,2006,2.91
Myanmar,MMR,2007,5.02
Myanmar,MMR,2008,2.2
Myanmar,MMR,2009,2.34
Myanmar,MMR,2010,1.51
Myanmar,MMR,2011,1.86
Myanmar,MMR,2012,1.39
Myanmar,MMR,2013,0.88
Myanmar,MMR,2014,0.67
Myanmar,MMR,2015,1.34
Myanmar,MMR,2016,1.27
Myanmar,MMR,2017,1.37
Myanmar,MMR,2018,0.89
Myanmar,MMR,2019,1.34
Namibia,NAM,2000,7.08
Namibia,NAM,2001,5.8
Namibia,NAM,2002,7.04
Namibia,NAM,2003,11.22
Namibia,NAM,2004,13.98
Namibia,NAM,2005,7.76
Namibia,NAM,2006,4.33
Namibia,NAM,2007,10.96
Namibia,NAM,2008,7.15
Namibia,NAM,2009,8.72
Namibia,NAM,2010,6.45
Namibia,NAM,2011,5.58
Namibia,NAM,2012,13.34
Namibia,NAM,2013,5.88
Namibia,NAM,2014,6.26
Namibia,NAM,2015,4.46
Namibia,NAM,2016,5.23
Namibia,NAM,2017,8.8
Namibia,NAM,2018,5.97
Namibia,NAM,2019,6.23
Nauru,NRU,2000,47.07
Nauru,NRU,2001,12.54
Nauru,NRU,2002,0.31
Nauru,NRU,2003,1.18
Nauru,NRU,2004,0.72
Nauru,NRU,2005,4.03
Nauru,NRU,2006,1.88
Nauru,NRU,2007,29.43
Nauru,NRU,2008,32.37
Nauru,NRU,2009,7.06
Nauru,NRU,2010,53.6
Nauru,NRU,2011,23.84
Nauru,NRU,2012,2.43
Nauru,NRU,2013,19.85
Nauru,NRU,2014,1.56
Nauru,NRU,2015,0.27
Nauru,NRU,2016,5.52
Nauru,NRU,2017,15.18
Nauru,NRU,2018,1.75
Netherlands,NLD,2000,1.63
Netherlands,NLD,2001,7.94
Netherlands,NLD,2002,1.63
Netherlands,NLD,2003,3.87
Netherlands,NLD,2004,7.15
Netherlands,NLD,2005,4.67
Netherlands,NLD,2006,5.52
Netherlands,NLD,2007,6.19
Netherlands,NLD,2008,2.64
Netherlands,NLD,2009,0.85
Netherlands,NLD,2010,0.62
Netherlands,NLD,2011,1.97
Netherlands,NLD,2012,3.49
Netherlands,NLD,2013,7.3
Netherlands,NLD,2014,2.12
Netherlands,NLD,2015,3.34
Netherlands,NLD,2016,3.32
Netherlands,NLD,2017,2.91
Netherlands,NLD,2018,5.25
Netherlands,NLD,2019,1.26
New Caledonia,NCL,2000,0.4
New Caledonia,NCL,2001,0.48
New Caledonia,NCL,2002,0.98
New Caledonia,NCL,2003,4.94
New Caledonia,NCL,2004,4.58
New Caledonia,NCL,2005,2.95
New Caledonia,NCL,2006,1
New Caledonia,NCL,2007,1.92
New Caledonia,NCL,2008,1
New Caledonia,NCL,2009,0.69
New Caledonia,NCL,2010,8.76
New Caledonia,NCL,2011,0.56
New Caledonia,NCL,2012,0.25
New Caledonia,NCL,2013,1.21
New Caledonia,NCL,2014,2.12
New Caledonia,NCL,2015,1.02
New Caledonia,NCL,2016,0.36
New Caledonia,NCL,2017,1.72
New Caledonia,NCL,2018,0.38
New Caledonia,NCL,2019,1.55
New Zealand,NZL,2000,1.1
New Zealand,NZL,2001,2.94
New Zealand,NZL,2002,2.63
New Zealand,NZL,2003,2.95
New Zealand,NZL,2004,7.58
New Zealand,NZL,2005,3.6
New Zealand,NZL,2006,3.17
